lyrics_filename,mood,lyrics,mood_cats
Jackson_C_Frank___I_Want_To_Be_Alone_Dialogue,happy,"'I Want To Be Alone Dialogue LyricsI want to be alone\nI need to touch each stone\nFace the grave that I have grown\nI want to be\nAlone\nBefore all the days are gone\nAnd darker walls are bent and torn\nTo pass the time of those who mourn\nI want to be\nAlone\nRivers that run anywhere\nAre in my hand and just up the stair\nPast the eyes of those who care\nWho can never be\nAlone\nChanges that were not meant to be\nTow the hours of my memory\nSing a song of love to me\nTo say you must never\nNever be alone\nThe tears of a silent rain\nSeek shelter on my broken pain\nAnd run away\nBut I remain\nTo speak the words\nThat sing\nOf alone\nI want to be alone\nI need to touch each stone\nFace the grave that I have grown\nI want to be\nAloneYou might also like6Embed', 'default'",0
Brainstorm___Thunder_Without_Rain,happy,"""Thunder Without Rain LyricsIt's like a thunder without rain\nAnd like a week without Sunday\nOh, like a book without last page\nYou want to buy a happy faith\n\nA storm without rain\nWithout any destruction\nIt's a good old game\nMillion pleasures, but no satisfaction\n\nStorm takes your desires\nAnd all expectations\nIt would happen anyway\nIt's the only way to lose your frustration\nIt's like a thunder without rain\nAnd like a week without Sunday\nOh, like a book without last page\nYou want to buy a happy faith\n\nAnd you can feel without a touch\nAnd you can hear without sleepers\nOf course, you'll see without TV\nAnd we will run without sneakers\n\nRed, red sky\nAnd Atlants are swimming by\nThe same mistakes\nDifferent time and different place\n\nRed, red sky\nAnd Atlants are swimming by\nThe same mistakes\nDifferent time and different place\n\nIt's like a thunder without rain\nAnd like a week without Sunday\nOh, like a book without last page\nYou want to buy a happy faith\nAnd you can feel without a touch\nAnd you can hear without sleepers\nOf course, you'll see without TV\nAnd we will run without sneakers\nYou might also likeOne song is over\nAnother one in\nThe more you know, the more you know\nYou try to forget\nYeah, heaven and earth\nThere will be no winners\nAs we all are slaves\nAnd we are, we are sad sinners\n\nIt's like a thunder without rain\nAnd like a week without Sunday\nOh, like a book without last page\nYou want to buy a happy faith\nAnd you can feel without a touch\nAnd you will hear without sleepers\nOf course, you'll see without TV\nAnd we will run without sneakersEmbed"", 'default'",0
Dan_Auerbach___When_The_Night_Comes,calm,"""When the Night Comes Lyrics[Verse 1]\nWhen the night comes\nAnd you lay your weary head to rest\nNo more trials, no tests\nWhen the night comes\n\nWhen the night comes\nYou don't have to have to be afraid\nOf any choice you made\nWhen the night comes\n[Bridge]\nDon't be afraid\nYou're only dreaming\nDon't be afraid\nYou're only dreaming\n\n[Verse 2]\nWhen the night comes\nThe headlines read\nWhatever's in your dreams\nWhen the night comes, oh\n\nWhen the night comes\nAnd you lay by the one you love\nThe one who knows you, the things you do\nWhen the night comes\n\n[Bridge]\nDon't be afraid\nYou're only dreaming\nDon't be afraid\nYou're only dreaming\n\n[Outro]\nWhen the night comes\nWhen the night comes\nWhen the night comes\nWhen the night comesYou might also likeEmbed"", 'default'",2
Goloka___Give_Me_Loving,happy,"""Give me loving LyricsChaka Khan\nThe Woman I Am\nGive Me All\nI wanna get deeper\nDeeper than skin\nI wanna be more than\nJust another friend\nI'm ready to love you\nWith all of my heart\nBut i won't give it if you\nCan't do your part\nChorus:\nA little bit just ain't it\nGive me all\nA little love is not enough\nGive me all\n\nBridge:\nNeed your lovin'\nNeed your kissin'\nDon't want nothin'\nTo be missin'\nYou're givin' me portions\nYou wanna move fast\nWhat you're giving\nIs never gonna last\nI wanna be closer\nI need to have more\n'cause i'm gonna love you\nLike no one before\nChorus\nBridge\nI'm on fire babe\nYou wanna build me up\nJust to let me downYou might also likeEmbed"", 'default'",0
Assemblage_23___King_of_Insekts,calm,"""King Of Insects LyricsWords come easy\nBehind a screen\nWhen there's no interface to face\nTo be seen\n\nKing of insects\nYou eat your own\nAtop an anthill\nYou call your throne\n\nKingdom of one\nSo unaware\nAs one-by-one your subjects\nVanish into air\nChatter to the wind\nMake your decree\nAnd save your venom\nFor the ones who disagree\n\nYour castle walls are falling\nYour body's frail\nYour window on the world\nIs minuscule in scale\n\nBurrow deep now\nEscape the light\nHeaven forbid you have to face\nThe ones you slightYou might also likeEmbed"", 'default'",2
Aqua___Around_the_World,happy,"""Around the World Lyrics[Intro]\nI've been around the world - hey, hey\nI've been around the world - hey, hey\nIn the kitchen where I'm cooking what is good for me\nSpices from the globe\nLittle by little it's the finest meal\nIt's appetite for hope - come and see\n\n[Verse 1]\nYou mix it all together in your dreams\nIngredients from the Seven Seas and\nI'm realizing things ain't what they seem\nThat's the riddle of it\nThat's the spirit of it\nThat's the power of life\n[Chorus]\nI've been around the world Round the world\nAnd I've seen it all Seen it all\nI've been around the world Round the world\nThe sun will always rise and fall\nI've been around the world Round the world\nAnd I want you to see Seen it all\nI've been the only girl Round the world\nAll surrounded by mystery\n\n[Verse 2]\nIn the living room I'm cleaning up from top to floor\nThe place I love the most\nThe wall is covered up with all my souvenirs\nI've got from coast to coast - come and see\nYou mix it all together in your dreams\nIngredients from the Seven Seas and\nI'm realizing things ain't what they seem\nThat's the riddle of it\nThat's the spirit of it\nThat's the power of life\n\n[Chorus]\nI've been around the world Round the world\nAnd I've seen it all Seen it all\nI've been around the world Round the world\nThe sun will always rise and fall\nI've been around the world Round the world\nAnd I want you to see Seen it all\nI've been only girl Round the world\nAll surrounded by mystery\nYou might also like[Bridge]\nI'm still coming around\nI keep chasing dreams\nGirl, I keep coming around - hey, hey\nI keep coming around\nAnd I can never stop\nGirl, I keep coming around\nCause if I do I'll walk\nAround around - hmm, around the world\n\n[Chorus]\nI've been around the world Round the world\nHey, hey Seen it all\nI've been around the world Round the world\nAll surrounded by mystery\nI've been around the world Round the world\nAnd I've seen it all Seen it all\nI've been around the world Round the world\nThe sun will always rise and fall\nRound the world1Embed"", 'default'",0
Ace_of_Base___Unspeakable,sad,"""Unspeakable Lyrics[Intro]\nAll I wanna say to you\nOh yeah\n\n[Verse 1]\nI was unfeeling when you discovered me\nGave me a reason to not deny my needs\nI was unwilling to give my love away\nBut you decided to give yours anyway\n\n[Pre-Chorus]\nOh, I can't express Oh, I can't express\nThe feelings I possess\nFor you, baby\n[Chorus]\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't describe it\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't define\nUnspeakable\n\n[Post-Chorus]\nMmm oh yeah\n\n[Verse 2]\nNever thought I needed someone to call my own\nBut now that you've got me, don't ever let me go\nYou leave me unwanting, you silence every need\nNothing is missing, no love is so complete\n\n[Pre-Chorus]\nOh, I can't express I can't express\nThe feelings I possess\nFor you, baby\nOh, yeah\nYou might also like[Chorus]\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you All I wanna say to you\nWords can't describe it\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't define\nUnspeakable\n\n[Bridge]\nNever had this feeling that brings me to my knees\nYou helped me recover what's been eluding me\nYou're a sensation that makes my love run free\nAnd now I'm speechless, it's all so clear to me\n\n[Chorus]\nAll I wanna say to you All i want\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't describe it\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't define it Mmm yeah\nAll I wanna say to you\nIs na-na-na-na unspeakable You'll leave me unspeakable\nAll I wanna say to you\nWords can't describe it\nAll I wanna say to you\nIs na-na-na-na unspeakable\nAll I wanna say to you\nWords can't define it\nUnspeakableEmbed"", 'default'",1
Adam_Green___Grandma_Shirley_and_Papa,happy,"""Grandma Shirley and Papa LyricsHave you heard the news big boy's picking his nose, picking his nose. And you want find out if he's on my favorite shows. favorite shows its right that you do but you beating him back, going undercover like a lumberjack. Hey hey what you giving away? Grandma Shirley and Papa, Grandma Shirley and Papa. Papa grew cranky, Grandma Shirley got mad. Then there was a time when I hosted Grandma Shirley. I'm a sticky boy ricky! She's lying the sun if anyone's looking her way. looking her away and I want her gone but I just ask people to stay please stay\nTax collector in a wax museum, child molestor or a son of sam. Hey, hey what you giving away? Grandma Shirley and Papa, Grandma Shirley and Papa. Windows of the nightmare, windows of the night. I wish I was a father and I had another family. Like sticky boy ricky! And you got to survive in a mother's eyes see a woman's side of the storm and you got to survive in a woman's eyes see the mother's side of the storm. Got to survive in a mother's eyes see the woman's side of the storm. Got to survive in a mother's eyes see the woman's side of the storm. Whoooa ohh ohhYou might also likeEmbed"", 'default'",0
Brad_Paisley___Wrapped_Around,happy,"""Wrapped Around Lyrics[Verse 1]\nEvery day I clock out\nAnd head straight to her house\nWe cuddle up on the couch\nBut it always ends the same ole way\nI'm driving home and it's incredibly late\nSomething's got to change, because\n\n[Chorus]\nI've been wrapped around her finger\nSince the first time we went out\nEvery day and every night she's all I think about\nI need that girl beside me\nWhen the lights go out\nI think it's time to put a ring on the finger\nI'm wrapped around\n[Verse 2]\nWent to the bank took out a loan\nWent and bought the perfect stone\nCalled up her dad on the phone\nI'm talking him to dinner Sunday night\nI've never been so nervous in my life\nI want to do this right, because\n\n[Chorus]\n\n[Bridge]\nYes sir I love her very much\nI know it's only been seven months\nBut that's long enough\n\n[Chorus]\n\n[Outro]\nI think it's time to put a ring on the finger\nI'm wrapped aroundSee Brad Paisley LiveGet tickets as low as $299You might also likeEmbed"", 'default'",0
Edyta_Gorniak___Linger,calm,"""Linger LyricsEveryday I'm growing a little bit closer to you\nI find myself doing everything you ask me to do\nWe talk a little then you say you have to be gone\nBut when you leave me the memory hangs on and on\n\nWhy don't you linger a little bit longer\nWon't you linger a little bit longer\nMove in closer now feel my love grow stronger\nLinger a little bit longer\nA little bit longer\nI can see you thinking about what your love means to me\nI can sense the feeling that nobody else ever sees\nYou're always in a rush how I wish you'd take a little time\nWhy run when one kiss could make you mine all mine\n\nWhy don't you linger a little bit longer\nWon't you linger a little bit longer\nMove in closer feel my love grow stronger\nLinger a little bit longer\n\nBreaks me up every time that you go away\nWouldn't it be simpler all round if you were to stay yeah\n\nLinger a little bit longer\nWon't you linger just a little bit longer\nMove in closer feel my love grow stronger\nLinger a little bit longer\nWon't you linger a little bit longer... move in closer\nFeel my love grow stronger\nLinger. A little bit longer\nWhy don't you linger a little bit longer\nWon't you linger a little bit longer\nMove in closer feel my love grow stronger...You might also likeEmbed"", 'default'",2
Hanna_Pakarinen___Leave_Me_Alone,sad,"""Leave Me Alone LyricsI'll have to leave, but you are still sleeping\nThere's nothing to say, our time has run out\nYou took me to bed, that's what you were seeking\nBut you don't even care what I am about\n\nI wanna, I wanna wake you\n\nLeave me alone, I wanna go home\nI don't wanna see you, so leave me alone\nLeave me alone, 'cause I feel like dying\nLeave me alone, I wanna go home\nThe day will still come when I see you crying\n'Cause you will get yours, just leave me alone\nBut what if I stay and wait till she comes home\nShe don't even know, she loves you in vain\nThe lies that you told will turn into sorrow\nI gotta go crazy just to stay sane\n\nI wanna, I wanna break you\n\nLeave me alone, I wanna go home\nI don't wanna see you, so leave me alone\nLeave me alone, 'cause I feel like dying\nLeave me alone, I wanna go home\nThe day will still come when I see you crying\n'Cause you will get yours, just leave me alone\n\nI gotta, I gotta hate you\n\nLeave me alone, I wanna go home\nI don't wanna see you, so leave me alone\nLeave me alone, 'cause I feel like dying\nLeave me alone, I wanna go home\nI couldn't care less if love just lies dying\nAnd this is goodbye, just leave me aloneYou might also likeEmbed"", 'default'",1
Cursive___Fairytales_Tell_Tales,sad,"'Fairytales Tell Tales LyricsLet\'s pretend we\'re not needy\nLet\'s pretend our hearts still beat\n\nLet\'s pretend we fall in love tonight\nClumsy enough to fall for anything\n\nWe\'ll stumble on our words\nWe\'ll spill our guts on creaking bar stools\n\nBelow the neon blue\nLow lives hiding in dives\nThere\'s no feeling in drinking, sleeping with strangers\nGhosts passing through bedrooms unaware\nA faint reflection on the barback\'s mirror\nA face I never knew whispering\nPlease don\'t be a stranger to me\nWho are you if you\'re alone?\n\nYou\'re no good at pretending\nAll my plays have tragic endings\n\nYou wish I was a fairy tale\nThis frog will never change anything\n\nJust pretend that you\'re in love\nThat scolding sun is bound to come up eventually\n\nSo who is it that whispers in your ear?\nA haunting voice blows in through the window\nThere\'s no feeling floating over beds\nA needy pleading apparition\n\nCrying, ""Who am I if I am alone?\nI hardly exist at all""\nLet\'s pretend that we don\'t need anything anymore from anyone\nI don\'t want to feel anything anymore, let\'s just pretend\n\nWe\'ll live happily ever afterYou might also likeEmbed', 'default'",1
